text,label
"Write a composite function equation, given two function equations.",HSF.BF.A.1
"Determine the <em>x</em>- and <em>y</em>-intercepts of a line, given its equation.</p>",HSA.CED.A.2
Solve a one-step linear addition or subtraction equation.,HSA.REI.B.3
Determine a related equation of a given fact family.,6.EE.B.7
"Graph a linear function, given its equation.",HSF.IF.C.7
Identify the form of a linear equation.,HSA.CED.A.2
Solve a multistep linear inequality with variables on one side.,HSA.REI.B.3
"Write an inequality in the form<em> x</em> &gt; <u>c</u> or <em>x</em> &lt; <em>c</em>, given its graph.</p>",6.EE.B.8
Solve a multistep linear equation with variables on one side.,HSA.REI.B.3
Solve a one-step linear multiplication or division equation.,HSA.REI.B.3
Interpret a correlation coefficient.,HSS.ID.C.8
Solve a one-step linear multiplication or division inequality.,HSA.REI.B.3
Solve a multistep linear equation with variables on both sides.,HSA.REI.B.3
Interpret scientific notation that has been generated by technology.,8.EE.A.4
Verify by composition that one function is the inverse of another.,HSF.BF.B.4
Explain the difference between correlation and causation.,HSS.ID.C.9
Justify each step in solving an inequality.,HSA.REI.A.1
"Write a system of inequalities, given the graph of the system.",HSA.CED.A.3
Represent a set of constraints with a system of inequalities.,HSA.CED.A.3
Explain a likely reason two variables are correlated.,HSS.ID.C.9
Justify a solution method.,HSA.REI.A.1
Determine the equation for the inverse of a function.,HSF.BF.B.4
Define appropriate quantities for the purpose of descriptive modeling.,HSN.Q.A.2
Determine whether a solution to a system of inequalities makes sense in the real-world situation it represents.,HSA.CED.A.3
Estimate a correlation coefficient for data in a scatter plot.,HSS.ID.C.8
Solve a one-step linear addition or subtraction inequality.,HSA.REI.B.3
Determine the factor pairs of a whole number in the range 1 to 100.</p>,4.OA.B.4
Justify each step in solving an equation.,HSA.REI.A.1
Represent a real-world situation with a polynomial equation (degree three or higher) in two variables.,HSA.CED.A.2
Solve a quadratic equation by using the quadratic formula.,HSA.REI.B.4
"Graph a cube root function, given its equation.",HSF.IF.C.7
Explain how to solve <em>f</em>(<em>x</em>) = <em>g</em>(<em>x</em>) by graphing.</p>,HSA.REI.D.11
"Graph a quadratic function, given its equation in factored or factorable form.",HSF.IF.C.7
"Factor a polynomial function (with polynomial of degree three or higher), given a zero of the function.",HSA.APR.B.2
Justify the linear combination method.,HSA.REI.C.5
"Graph a piecewise-defined function, given its rule.",HSF.IF.C.7
Identify the terms in a sequence from a list or a graph.,HSF.IF.A.3
"Determine the zeros of a polynomial function, with polynomial of degree three or higher, given that the polynomial is not in factored form.",HSA.APR.B.3
Interpret a function's average rate of change.,HSF.IF.B.6
"Interpret the key features of a linear function, from a graph, in terms of the real-world context it represents.",HSF.IF.B.4
"Graph a square root function, given its equation.",HSF.IF.C.7
"Interpret the key features of an exponential function, from a graph, in terms of the real-world context it represents.",HSF.IF.B.4
"Determine the roots of a cubic equation, given in factored form.",HSA.APR.B.3
"Calculate a function's average rate of change over a specified interval, given a table of values.",HSF.IF.B.6
Transform a quadratic equation into a perfect square equation by completing the square.,HSA.REI.B.4
"Approximate a function's average rate of change over a specified interval, given the graph of the function.",HSF.IF.B.6
Solve a system of two linear equations in two variables using the linear combination method (without multiplication).,HSA.REI.C.6
Derive the quadratic formula.,HSA.REI.B.4
Evaluate a polynomial function using the polynomial remainder theorem.,HSA.APR.B.2
Solve a system of two linear equations in two variables using the linear combination method (with multiplication).,HSA.REI.C.6
Determine the domain and range of a relation.,HSF.IF.A.1
Sketch the graph of a polynomial function (with polynomial of degree three or higher) by determining its zeros.,HSA.APR.B.3
"Sketch the graph of an exponential function, given a description of the situation it represents.",HSF.IF.B.4
Determine the practical domain of a function.,HSF.IF.B.5
Write or solve a system of equations to model a real-world problem.,HSA.REI.C.6
"Graph an absolute value function, given the graph of its parent function.",HSF.BF.B.3
"Determine whether a sequence is arithmetic, geometric, or neither arithmetic nor geometric.",HSF.IF.A.3
Evaluate a function for specific input values.,HSF.IF.A.2
Determine whether a linear binomial in the form <em>x –</em>&nbsp;<em>a </em>is a factor of a polynomial function.</p>,HSA.APR.B.2
Determine the domain and range of a radical function from its graph.,HSF.IF.C.7
"Solve a system containing one linear equation and one quadratic equation, in two variables, algebraically.",HSA.REI.C.7
"Solve a literal equation, whose variables are all raised to the first power, for a specified variable.",HSA.REI.B.3
"Sketch the graph of a linear function, given a description of the situation it represents.",HSF.IF.B.4
Approximate the solutions of a system of two linear equations in two variables by graphing.,HSA.REI.C.6
"Interpret the key features of a quadratic function, from a graph, in terms of the real-world context it represents.",HSF.IF.B.4
"Graph an absolute value function, given its equation.",HSF.IF.C.7
Solve the equation <em>f</em>(<em>x</em>) = <em>g</em>(<em>x</em>) by making a table of values.</p>,HSA.REI.D.11
"Calculate a function's average rate of change over a specified interval, given the equation of the function.",HSF.IF.B.6
Solve the equation <em>f</em>(<em>x</em>) = <em>g</em>(<em>x</em>) by graphing.</p>,HSA.REI.D.11
Solve a quadratic equation by taking the square root of each side.,HSA.REI.B.4
"Graph a quadratic function, given its equation in standard form.",HSF.IF.C.7
Graph a system of two linear inequalities in two variables.,HSA.REI.D.12
"Write a sequence as a list of terms, given its graph.",HSF.IF.A.3
"Determine the roots of a cubic equation, given in a form that can be factored.",HSA.APR.B.3
Solve a quadratic equation by completing the square.,HSA.REI.B.4
"Write a function equation, using function notation, given the input-output relationship.",HSF.IF.A.2
"Display a sequence as a graph, given the list of terms.",HSF.IF.A.3
Determine whether the solutions of a quadratic equation are real or not real by evaluating the discriminant.,HSA.REI.B.4
Factor a polynomial function (with polynomial of degree three or higher) by using the rational root theorem.,HSA.APR.B.2
"Graph a step function, given its equation.",HSF.IF.C.7
Solve a multistep linear inequality with variables on both sides.,HSA.REI.B.3
Prove a polynomial identity.,HSA.APR.C.4
"Determine whether a relation is a function, at a high school level.",HSF.IF.A.1
Explain which method or methods for solving a given quadratic equation are most appropriate.,HSA.REI.B.4
Solve a system of two linear equations in two variables by graphing.,HSA.REI.C.6
Explain how the graph of an equation in two variables is related to its solution set.,HSA.REI.D.10
"Solve a system containing one linear equation and one quadratic equation, in two variables, graphically.",HSA.REI.C.7
Describe the pattern in a sequence.,HSF.IF.A.3
"Determine whether an ordered pair is on a line, given its equation.",HSA.REI.D.10
Explain how a sequence is a function.,HSF.IF.A.3
"Interpret the key features of a quadratic function, from a table, in terms of the real-world context it represents.",HSF.IF.B.4
Determine the practical range of a function.,HSF.IF.B.5
Describe numerical relationships using polynomial identities.,HSA.APR.C.4
"Graph a quadratic function, given its equation in a form that is not a common form.",HSF.IF.C.7
Solve a system of two linear equations in two variables using the substitution method.,HSA.REI.C.6
"Determine whether an ordered pair is on the graph of an exponential function, given its equation.",HSA.REI.D.10
Develop or use the formula <em>V</em> = <em>lwh</em> and <em>V</em> = <em>Bh</em> to determine the volume of rectangular prisms.</p>,5.MD.C.5
"Develop the formulas for the volume of a rectangular prism using concrete objects or pictorial models, including <em>V </em>= <em>l</em> &nbsp;× <em>w</em> &nbsp;× <em>h</em>, <em>V</em> = <em>s</em> &nbsp;× <em>s</em> &nbsp;× <em>s</em>, and <em>V </em>= <em>Bh</em>.</p>",5.MD.C.5
"Simplify a numerical expression with up to two levels of grouping, limited to expressions without exponents.",5.OA.A.1
"Write a simple expression that records calculations with whole numbers, fractions, and/or decimals.",5.OA.A.2
Identify the relationship between multiplying fractions and finding the areas of rectangles with fractional side lengths.,5.NF.B.4
"Interpret or  evaluate a numerical or algebraic expression using the order of operations, limited to expressions without exponents.",5.OA.A.1
Solve a single- or multistep real-world problem involving addition and/or subtraction with fractions and/or mixed numbers.</p>,5.NF.A.2
Verify a relationship using a graph with corresponding terms of two numerical patterns.</p>,5.OA.B.3
Determine a whole-number quotient and remainder with up to four-digit dividends and two-digit divisor.,5.NBT.B.6
"Represent, interpret, or evaluate a numerical expression using the order of operations.",5.OA.A.1
"Represent ordered pairs in a table, limited to whole numbers.",5.OA.B.3
"Solve a problem involving the addition and/or subtraction of fractions and/or mixed numbers with unlike denominators, and justify the solution.",5.NF.A.2
Determine the reasonableness of an answer to an addition or subtraction problem involving decimals.,5.NF.A.2
Estimate the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes.,5.MD.C.5
"Graph ordered pairs in the first quadrant of the coordinate plane, using data from a function table or input/output table.",5.OA.B.3
Solve a real-world problem involving the addition and/or subtraction of fractions and/or mixed numbers with like denominators.,5.NF.A.2
Create tables to describe patterns and solve problems.,5.OA.B.3
"Estimate volume by counting unit cubes, limited to cubic centimeters, cubic feet, or non-standard units.",5.MD.C.4
Read or write a decimal using place value to describe decimals in terms of groups from millionths to millions.,5.NBT.A.3
Complete a function table or input/output table to identify apparent relationships between corresponding terms.,5.OA.B.3
Create two numerical patterns in a table given two rules.,5.OA.B.3
"Evaluate an expression with parentheses or brackets involving whole numbers, using the commutative property of addition and/or multiplication, the associative property of addition and/or multiplication, and/or the distributive property.",5.OA.A.1
"Represent a number from billions to thousandths using a number name, base ten numeral, or expanded form.</p>",5.NBT.A.3
"Identify that in a multidigit number, including decimals, a digit in any place represents 10 times as much as it represents in the place to its right, and 1/10 of what it represents in the place to its left.",5.NBT.A.1
Model addition or subtraction of fractions or decimals using a variety of representations.,5.NF.A.2
"Describe a pattern of change using a table with rules up to two operations, or make a prediction or generalization about a real-world problem.",5.OA.B.3
"Add or subtract fractions, using the concept of equivalency.</p>",5.NF.A.1
"Determine the reasonableness of an answer to an arithmetic problem using estimation, liimited to division problems in which either the dividend or the divisor is a whole number.</p>",5.NBT.B.7
Justify a conclusion to a division problem involving a unit fraction by a non-zero whole number using the relationship between multiplication and division.,5.NF.B.7
Evaluate an expression with parentheses and/or brackets using the order of operations.,5.OA.A.1
"Explain different interpretations of a fraction, including parts of a whole, parts of set, or division of whole numbers by whole numbers.",5.NF.B.3
Determine the volume of a rectangular prism using a concrete model by counting cubit units.,5.MD.C.4
"Represent a number from millions to thousandths using a number nams, base ten numeral, or expanded form.</p>",5.NBT.A.3
"Create or use a rule, table, spreadsheet, or graph to describe a pattern of change or to solve a problem.</p>",5.OA.B.3
Identify a pentagon or hexagon. Retired - use 45817</p>,5.G.B.4
"Solve a multistep real-world problem using conversions involving distances, time, liquid volume, masses of objects, or money.</p>",5.MD.A.1
"Identify or estimate equivalent measures within the U.S. customary system or metric measurement system involving length, weight, volume, or temperature.",5.MD.A.1
"Describe, classify, or construct a triangle, including equilateral, right, scalene, and isosceles triangles.</p>",5.G.B.4
"Classify a polygon, including triangles, quadrilaterals, pentagons, and/or hexagons. Retired - use 45814</p>",5.G.B.4
Represent the axes as scaled perpendicular number lines intersecting at the origin.,5.G.A.1
Graph a point on the non-negative x-axis or non-negative y-axis.</p>,5.G.A.2
Organize two-dimensional figures into a Venn diagram based on the attributes of the figures.,5.G.B.4
Identify any point on the Cartesian coordinate plane by its ordered pair coordinates.,5.G.A.1
"Graph an ordered pair of numbers generated by a number pattern or found in an input-output table, limited to the first quadrant.</p>",5.G.A.2
"Multiply a whole number of up to four digits by a one-digit whole number, using an area model.",4.NBT.B.5
Represent a number sentence with a real-world situation.,4.OA.A.3
Add or subtract fractions and/or mixed numbers with like denominators.,4.NF.B.3
Justify the solution of the product of two two-digit numbers.,4.NBT.B.5
"Fluently add or subtract within 30, using mental strategies.",2.OA.B.2
"Determine the number that is 10 or 100 more or less than a given number, up to 1,200.",2.NBT.B.8
Add or subtract fluently within 100.,2.OA.B.2
"Estimate or solve a one- or two-step ""put together/take apart,"" total-unknown word problem, using objects limited to sums less than 100.</p>",2.OA.A.1
"Explain the reasoning used for an addition or subtraction strategy, limited to addition and subtraction using numbers up to 1000.",2.NBT.B.7
"Solve a ""put together/take apart,"" both-addends-unknown real-world problem, using objects, a model, verbal explanation, or expression, limited to sums less than 100.",2.OA.A.1
"Explain the reasoning used to determine a number that is 10 or 100 more or less than a given number, up to 1,000.",2.NBT.B.8
Determine a missing measure in similar figures.,HSG.SRT.A.2
Evaluate a strategy using an expected value.,HSS.MD.B.5
"Represent a vector or its magnitude, using appropriate symbols.",HSN.VM.A.1
"Interpret the solution to a problem using the general multiplication rule, in terms of the probability model.",HSS.CP.B.8
"Determine if two functions are inverses of each other using composition, including necessary restrictions on the domain.",HSF.BF.B.4
Determine the inverse of a 4-by-4 or larger matrix using technology.,HSA.REI.C.9
Classify a trigonometric function by its period.,HSF.TF.A.4
"Solve a mathematical problem, using the law of sines or law of cosines.",HSG.SRT.D.10
"Compute a unit rate, including those that involve a complex fraction, with like or different units.",7.RP.A.1
Solve a problem by writing and solving a rational equation in one variable.,HSA.CED.A.1
Solve a problem by writing and solving a logarithmic equation.,HSA.CED.A.1
"Determine and/or solve a problem involving an equation or inequality in one variable, including a quadratic, square root, inverse variation, or right-triangle trigonometric relationship.",HSA.CED.A.1
Determine the area of a sector of a circle whose central angle is measured in radians.,HSG.C.B.5
Derive the formula for the length of the arc of a circle whose central angle is measured in radians.,HSG.C.B.5
Derive the formula for the area of a sector of a circle whose central angle is measured in radians.,HSG.C.B.5
Determine the length of an arc of a circle whose central angle is measured in radians.,HSG.C.B.5
"Determine the measure of a central angle, given the length of the intercepted arc and the circle's radius or diameter.",HSG.C.B.5
"Determine the length of an arc, given the measure of the circle's central angle and radius.",HSG.C.B.5
"Determine the radius or diameter of a circle, given the length of the intercepted arc and the measure of the circle's central angle.</p>",HSG.C.B.5
Apply properties of operations to divide whole numbers.,4.NBT.B.6
"Classify a triangle, using the terms <em>equilateral</em>, <em>isosceles</em>, or <em>scalene</em>.</p>",4.G.A.2
"Classify a quadrilateral, using the terms <em>rhombus</em>, <em>square</em>, <em>rectangle</em>, <em>parallelogram</em>, or <em>trapezoid</em>.</p>",4.G.A.2
Classify a two-dimensional figure based on the presence or absence of parallel and perpendicular lines.,4.G.A.2
"Classify a triangle based on the presence or absence of right, acute, and obtuse angles.",4.G.A.2
Classify a two-dimensional figure based on the presence or absence of an angle of a specified size.,4.G.A.2
Identify or name a right triangle.,4.G.A.2
Classify a quadrilateral based on the presence or absence of parallel and perpendicular lines.,4.G.A.2
"Describe a division calculation using an equation, rectangular array and/or area model, limited to a four-digit dividend and one-digit divisor, with no remainder.</p>",4.NBT.B.6
Justify the solution for a whole number quotient and remainder with up to a four-digit dividend and one-digit divisor.,4.NBT.B.6
"Describe a division calculation using an equation, rectangular array, and/or area model, limited to a two, three, or four-digit dividend and one-digit divisor, with a remainder.</p>",4.NBT.B.6
"RETIRED - USE 54619. Describe a division calculation using an equation, limited to a four-digit dividend and one-digit divisor, no remainder.</p>",4.NBT.B.6
"Describe why one decimal is less than, greater than, or equal to another decimal using a visual model, limited to decimals with 1 or 2 decimal places.",4.NF.C.7
"Compare two decimals to the hundredths place, using a visual model.",4.NF.C.7
"Compare two decimals to the hundredths place, using the symbols >, =, or <.",4.NF.C.7
Describe why the comparison of two decimals is valid only when the decimals refer to the same whole.,4.NF.C.7
"Classify a two-dimensional figure based on the presence or absence of angles less than the measure of a square corner, greater than the measure of a square corner, and/or the same measure as a square corner.</p>

&nbsp;</p>",4.G.A.2
Identify triangles in various contexts.,4.G.A.2
Determine the length of an arc of a circle whose central angle is measured in degrees.,HSG.C.B.5
Determine the area of a sector of a circle whose central angle is measured in degrees.,HSG.C.B.5
"Compare two decimals to the tenths place, using the symbols >, =, or <.",4.NF.C.7
"Add or subtract, using the ""relationship between addition and subtraction"" strategy, limited to sums or minuends less than or equal to 20.",1.OA.C.6
Skip count by 100s up to 1000.,2.NBT.A.2
"Read or write time to the nearest five minutes using an analog clock, using <em>a.m</em>. or <em>p.m</em>.</p>",2.MD.C.7
"Read or write time to the nearest five minutes using a digital clock, using <em>a.m</em>. or <em>p.m</em>.</p>",2.MD.C.7
Count by 1s up to 1000.,2.NBT.A.2
Skip count by 10s up to 1000.,2.NBT.A.2
Skip count by 5s up to 1000.,2.NBT.A.2
"Read or write time to the nearest one-minute increment, using an analog or digital clock.",2.MD.C.7
Compare time shown on a digital clock to the same time on an analog clock.,2.MD.C.7
Describe time on a digital clock as representing hours and minutes.,2.MD.C.7
"Identify or write time to the nearest five minute, including quarter after and quarter to.",2.MD.C.7
"Read or write time to the nearest quarter-hour, using an analog or digital clock.",2.MD.C.7
Tell time to the quarter hour.,2.MD.C.7
Distinguish between a.m. and p.m. when telling time.,2.MD.C.7
Translate a sentence into an equation.,HSA.CED.A.1
Solve a problem by writing and solving a linear equation in one variable.,HSA.CED.A.1
Solve a problem by writing and solving an exponential equation in one variable.,HSA.CED.A.1
Solve a problem by writing and solving a linear inequality in one variable.,HSA.CED.A.1
Solve a problem by writing and solving a quadratic equation in one variable.,HSA.CED.A.1
Solve a problem by writing and using a quadratic function equation.,HSA.CED.A.1
Solve a problem by writing and graphing a quadratic function equation.,HSA.CED.A.1
Solve an exponential equation by using properties of exponents.,HSA.CED.A.1
Multiply 10 times 10.,3.MD.A.2
Multiply 10 times 10.,3.MD.A.1
"Determine the operation that makes an equation true or to use to solve a word problem, limited to whole numbers.",3.NF.A.2
"Solve a one-step word problem using whole numbers, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.</p>",3.MD.B.3
Use a problem solving strategy to analyze or solve a word problem.</p>,3.MD.B.3
"Solve a one-step word problem using whole numbers, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.</p>",3.MD.B.4
"Apply the property of the inverse relationship between multiplication and division as a strategy to multiply and divide, limited to whole numbers with products or dividends within 100.</p>",3.NBT.A.3
"Determine the reasonableness of an answer to a word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.C.5
"Represent a one-step word problem using an equation with a letter standing for the unknown quantity, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.B.3
"Represent a one-step word problem using an equation with a letter standing for the unknown quantity, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.B.4
Use a problem solving strategy to analyze or solve a word problem.</p>,3.MD.B.4
"Estimate the answer to a word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.B.4
Represent the results of a probability experiment.,3.G.A.1
"Estimate the answer to a word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.B.3
Interpret the results of a probability experiment.,3.G.A.1
"Create, describe, or extend a pattern found in numbers or tables.</p>",3.MD.B.3
"Describe the rule for a pattern from a function machine, limited to single operation, using addition, subtraction, or multiplication.",3.NF.A.1
"Create, describe, or extend a pattern found in numbers or tables.</p>",3.MD.D.8
"Create a two-step word problem, using the four operations.</p>",3.MD.B.3
Represent division as an unknown factor problem using models.,3.MD.A.1
"Solve a word problem involving addition and/or subtraction of whole numbers within 1,000.</p>",3.MD.C.7
"Solve a two-step equation or problem, using the order of operations, with no grouping symbols.</p>",3.MD.B.4
"Solve a one-step equation involving addition, subtraction or multiplication, with a symbol to represent the unknown.</p>",3.MD.B.3
"Represent an equivalent mathematical relationship, using an equation.</p>",3.MD.C.7
Solve a problem by applying the identity property of multiplication.</p>,3.NBT.A.3
Solve a problem by applying the commutative property of addition.</p>,3.MD.A.1
"Create or solve a one- or a multi-step practical problem involving addition or subtraction, limited to whole numbers through 9,999.</p>",3.MD.B.3
"Create or solve a one- or a multi-step practical problem involving addition or subtraction, limited to whole numbers through 9,999.</p>",3.MD.B.4
"Create a two-step word problem, using the four operations.</p>",3.MD.B.4
"Represent a number sentence, using real-world situations, limited to one-step using addition, subtraction, or multiplication.",3.MD.B.3
"Solve a one-step equation involving addition, subtraction or multiplication, with a symbol to represent the unknown.</p>",3.MD.B.4
"Represent a number sentence, using real-world situations, limited to one-step using addition, subtraction, or multiplication.",3.MD.B.4
Determine the number of objects in each group when a set of objects is partitioned into equal shares or a set of objects is shared equally.,3.OA.D.9
"Describe a pattern involving addition, subtraction, or multiplication.",3.MD.D.8
"Solve a one-step word problem involving multiplication, limited to whole numbers with one factor of 99 or less and another factor of 5 or less.</p>",3.MD.C.7
"Make, test, support, draw conclusions, or justify conjectures about properties of operations as strategies to multiply or divide.",3.NBT.A.3
"Represent or solve a one- or two-step multiplication or division problem, using arrays, strip diagrams, or equations, limited to whole numbers through 100.",3.MD.C.7
Solve a problem by applying the associative property of addition or multiplication.</p>,3.MD.A.1
Determine the total number of objects when equally-sized groups of objects are combined or arranged in arrays up to 10 by 10.,3.G.A.1
"Determine if a given number is even or odd, using divisibility rules.",3.OA.D.8
"Describe a pattern involving addition, subtraction, or multiplication.",3.MD.B.3
"Solve a two-step equation or problem, using the order of operations, with no grouping symbols.</p>",3.MD.B.3
"Represent a one-step or a two-step addition or subtraction problem, using pictorial models, number lines, or equations, limited to whole numbers up to 1,000.</p>",3.MD.C.7
"Solve a word problem in situations involving equal groups, arrays, or number line models, using multiplication.</p>",3.MD.C.6
Explain the meaning of the zero property or identity property of multiplication.,3.MD.A.1
"Explain the relationship between multiplication and division, using objects, drawings, arrays, words, or symbols.",3.NBT.A.2
"Represent or solve a real-world problem, using the relationship between multiplication and division.</p>",3.NBT.A.2
Represent a statement of equal groups as a multiplication equation.</p>,3.MD.A.1
"Represent multiplication, using various strategies or models.",3.MD.B.3
Solve a one- or two-step problem involving multiplication or division of whole numbers within 100 using various strategies.,3.OA.B.5
"Describe the relationship between the factors and the product in a whole number multiplication equation, limited to factors from 0 to 10.",3.MD.B.4
"Interpret and/or describe a whole-number quotient of whole numbers, with a limit of dividends through 50 and a limit of divisors and quotients through 10.</p>",3.G.A.1
"Describe the relationships among the quotient, divisor, and dividend of a whole number division equation, limited to quotients and divisors from 0 to 10.",3.OA.A.4
"Represent multiplication, using various strategies or models.",3.MD.B.4
"Describe the relationship between the factors and the product in a whole number multiplication equation, limited to factors from 0 to 10.",3.MD.B.3
"Represent division, using various strategies.",3.G.A.1
Solve a one- or two-step problem involving multiplication or division of whole numbers within 100 using various strategies.,3.OA.A.4
Describe the property of 0 or 1 in division.</p>,3.OA.A.4
Interpret a multiplication expression as a comparison of two numbers.,3.G.A.1
Interpret a multiplication or division number sentence with an unknown number.</p>,3.OA.B.6
"Solve a word problem in a situation involving equal groups, arrays, or measurement quantities using division, limited to dividends through 50 and divisors and quotients through 10.</p>",3.OA.B.5
"Represent a problem solving situation, using an equation with a symbol for the unknown.</p>",3.OA.B.6
Explain the relationship between multiplication and division.,3.MD.A.1
"Solve a word problem in a situation involving equal groups, arrays, or measurement quantities using division, limited to dividends through 50 and divisors and quotients through 10.</p>",3.OA.A.4
Determine the quotient of a whole number division equation by using the relationship between multiplication and division.,3.OA.A.4
Represent a statement of equal groups as a multiplication equation.</p>,3.MD.A.2
"Estimate a sum, limited to sums less than 100, or difference, limited to minuends less than 100.</p>",3.NF.A.3
"Round a whole number to the nearest 10,000.</p>",3.NF.A.2
Subtract multidigit numbers.,3.NF.A.3
Subtract whole numbers with two or three digits from three-digit whole numbers.,3.NF.A.3
"Estimate a sum, limited to sums less than 10,000, or differences, limited to minuends less than 10,000.</p>",3.NF.A.3
"Round a whole number to the nearest 1,000.</p>",3.NF.A.2
"Add whole numbers with two and three digits, limited to sums from 100 to 1,000.",3.NF.A.3
Add multidigit numbers.,3.NF.A.3
"Describe a strategy based on place value, properties of operations, and/or the relationship between addition and subtraction to subtract within 1,000.",3.NF.A.3
"Divide a one-digit number by 5, 6, 7, 8, or 9, no remainder.",3.MD.A.1
"Divide a one-digit number by 4, no remainder.",3.MD.A.1
Divide a one-digit number by 1.,3.MD.A.1
"Describe a strategy based on place value, properties of operations, and/or the relationship between addition and subtraction to add within 1,000.",3.NF.A.3
"Divide a one-digit number by 3, no remainder.",3.MD.A.1
"Divide a one-digit number by 2, no remainder.",3.MD.A.1
"Divide a one-digit number by 5, 6, 7, 8, or 9, no remainder.",3.MD.A.2
Divide a one-digit number by 1.,3.MD.A.2
"Divide a one-digit number by 2, no remainder.",3.MD.A.2
"Divide a one-digit number by 4, no remainder.",3.MD.A.2
"Divide a one-digit number by 3, no remainder.",3.MD.A.2
"Extend a pattern, limited to number patterns using multiplication within 100.",3.G.A.2
"Create a pattern, limited to number patterns using multiplication within 100.",3.G.A.2
"Create a single operation input-output table involving addition, subtraction, or multiplication.",3.NF.A.1
Represent a growing geometric pattern.,3.NF.A.2
Solve a problem involving a pattern.</p>,3.G.A.1
"Identify, describe, create, or extend a pattern found in objects or pictures.</p>",3.G.A.1
"Represent a real-world relationship, using number pairs in a table or with written descriptions.</p>",3.NF.A.1
"Apply a single operation input-output rule involving addition, subtraction or multiplication to solve problems.",3.NF.A.1
"Extend a pattern involving addition, subtraction, or multiplication.",3.G.A.2
Identify a rule for an arithmetic pattern.,3.MD.D.8
Extend a growing geometric pattern.,3.NF.A.2
"Evaluate a numerical expression with two operations with no grouping symbols, limited to whole numbers.</p>",3.MD.B.3
"Describe a single operation input-output rule involving addition, subtraction, or multiplication.",3.NF.A.1
"Create a pattern involving addition, subtraction, or multiplication.",3.G.A.2
"Evaluate a numerical expression with two operations with no grouping symbols, limited to whole numbers.</p>",3.MD.B.4
Identify a rule for an arithmetic pattern.,3.MD.B.3
Multiply within 100.,3.MD.A.2
Multiply within 100.,3.MD.A.1
Divide within 100.,3.MD.A.2
Divide within 100.,3.MD.A.1
"Solve a contextual word problem involving multiplication or division of whole numbers within 100 with unknowns in all positions, involving equal groups, arrays, or measurement quantities.",3.OA.A.4
"Solve a contextual word problem involving multiplication or division of whole numbers within 100 with unknowns in all positions, involving equal groups, arrays, or measurement quantities.",3.OA.B.5
"Skip count by 2, 3, 4, 6, 7, 8, or 9, limited to 1000.",3.MD.B.3
"Skip count by 2, 3, 4, 6, 7, 8, or 9, limited to 1000.",3.MD.D.8
"Estimate a sum, limited to sums less than 1,000.</p>",3.NF.A.3
"Estimate a difference, limited to minuends less than 1,000.</p>",3.NF.A.3
"Divide a two-digit number by 2, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Interpret a division expression using a real-world situation, using arrays, limited to whole numbers with products within 100.",3.MD.B.3
Multiply a one-digit number by 5.,3.MD.A.1
Multiply a one-digit number by 1.,3.MD.A.1
"Solve a multiplication word problem in a situation involving a measurement using arrays with number of groups unknown (e.g., <em>n</em> × 6 = 18), limited to whole numbers with products within 100.</p>",3.OA.A.4
"Solve a multiplication word problem in a situation involving equal groups with group size unknown (e.g., 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.OA.A.4
"Interpret a multiplication expression using a real-world situation, using arrays, limited to whole numbers with products within 100.",3.MD.C.6
"Solve a division word problem in situations involving measurement using equal groups (the number shares), limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Interpret a division expression using a real-world situation, using groups of objects (the number of shares), limited to whole numbers with products within 100.",3.MD.B.3
"Solve a multiplication word problem in a situation involving a measurement using equal groups with number of groups unknown (e.g. <em>n</em> × 6 = 18), limited to whole numbers with products within 100.</p>",3.OA.B.5
"Interpret the meaning of a division expression using arrays, limited to whole numbers with dividends within 100.",3.MD.C.6
Multiply a one-digit number by 4.,3.MD.A.1
"Interpret a division expression using a real-world situation, using groups of objects (the number of objects in each share), limited to whole numbers with products within 100.",3.MD.A.2
"Solve a division word problem in situations involving measurement using equal groups (the number of objects in each share), limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Solve a multiplication word problem in a situation involving a measurement using equal groups with number of groups unknown (e.g. <em>n</em> × 6 = 18), limited to whole numbers with products within 100.</p>",3.OA.A.4
"Solve a division word problem in situations involving measurement using arrays, limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Divide a two-digit number by 2, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Interpret a division expression using a real-world situation, using groups of objects (the number of shares), limited to whole numbers with products within 100.",3.MD.B.4
"Solve a division word problem in a situation involving equal groups (the number shares), limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Interpret a division expression using a real-world situation, using arrays, limited to whole numbers with products within 100.",3.MD.B.4
